bert,1024,0,0.783
bert,1024,1,0.792
bert,1024,2,0.832
bert,1024,3,0.821
bert,1024,4,0.786
elmo,1024,0,0.586
elmo,1024,1,0.577
elmo,1024,2,0.886
elmo,1024,3,1.0
elmo,1024,4,0.964
gpt,1024,0,0.49
gpt,1024,1,0.492
gpt,1024,2,0.49
gpt,1024,3,0.503
gpt,1024,4,0.972
