Task,Embedder,Classifier,Word,n,Score,ci_lower,mean,ci_upper
object_animacy,gpt,1024_1024_1024,chased,50,51.274,51.13076923076923,51.27812738959302,51.500043859649125
object_animacy,gpt,1024_1024_1024,the_2,50,51.232,51.14497669491526,51.22964628250098,51.3555608974359
object_animacy,gpt,1024_1024_1024,rat,50,63.25,57.68679245283019,63.27052378016825,69.26025000000001
object_animacy,gpt,20_20_20,the_1,50,51.2,51.2,51.2,51.2
object_animacy,gpt,20_20_20,cat,50,52.190000000000005,51.83952917771883,52.18627586225961,52.55417173913043
object_animacy,gpt,20_20_20,chased,50,51.714,51.38539663461539,51.70751274627262,52.02882653061224
object_animacy,gpt,20_20_20,the_2,50,51.838,51.46309794372294,51.829910812480094,52.18542410714286
object_animacy,gpt,20_20_20,rat,50,77.748,71.74997448979592,77.61348298825648,83.1564297385621
object_gender,bert,1024,the_1,50,44.37,44,44.377156413528894,45.2906976744186
object_gender,bert,1024,cat,50,45.098,44,45.11296587800621,46.81836734693878
object_gender,bert,1024,chased,50,44.636,44,44.62238062617496,46.12
object_gender,bert,1024,the_2,50,46.99,44.64296925829537,46.998517270855274,50.01871368038741
object_gender,bert,1024,rat,50,56.95,51.17570263975155,56.779724640366574,62.70303571428571
object_gender,bert,1024_1024_1024,the_1,50,44,44,44,44
object_gender,bert,1024_1024_1024,cat,50,44,44,44,44
object_gender,bert,1024_1024_1024,chased,50,44,44,44,44
object_gender,bert,1024_1024_1024,the_2,50,44.716,44,44.75081057909592,46.558702090592334
object_gender,bert,1024_1024_1024,rat,50,44,44,44,44
object_gender,bert,20_20_20,the_1,50,56.344,52.76171212121212,56.309980390021366,59.45471243042672
object_gender,bert,20_20_20,cat,50,63.566,58.99333021077284,63.6264593978668,68.26111865942028
object_gender,bert,20_20_20,chased,50,62.022,56.77698057432432,62.084316427397155,67.32684226190477
object_gender,bert,20_20_20,the_2,50,66.484,61.470668103448276,66.44448536927487,71.4259286437247
object_gender,bert,20_20_20,rat,50,75.094,69.24042833412435,75.2381501616043,81.34099275362317
object_gender,elmo,1024,the_1,50,44.362,44,44.37691125209233,45.23444553291536
object_gender,elmo,1024,cat,50,44.34,44,44.32493172409993,45.08510638297872
object_gender,elmo,1024,chased,50,44,44,44,44
object_gender,elmo,1024,the_2,50,47.544,44.7031746031746,47.47065590542626,51.088
object_gender,elmo,1024,rat,50,76.028,70.30800595238097,76.03751982189436,81.56204192546583
object_gender,elmo,1024_1024_1024,the_1,50,44,44,44,44
object_gender,elmo,1024_1024_1024,cat,50,44,44,44,44
object_gender,elmo,1024_1024_1024,chased,50,44,44,44,44
object_gender,elmo,1024_1024_1024,the_2,50,44.886,44,44.88375809927503,46.890735507246376
object_gender,elmo,1024_1024_1024,rat,50,46.488,44,46.49439568591576,49.544905913978496
object_gender,elmo,20_20_20,the_1,50,49.388,46.877535321821036,49.352979849804676,51.89268780487805
object_gender,elmo,20_20_20,cat,50,51.594,48.96331791754757,51.55015805703946,54.2058380168607
object_gender,elmo,20_20_20,chased,50,73.18,66.4647033898305,73.09366681196963,79.4939268292683
object_gender,elmo,20_20_20,the_2,50,69.682,63.82211379716981,69.64370568975704,75.49047916666666
object_gender,elmo,20_20_20,rat,50,72.9,67.32740196078431,72.80686403358041,78.09046111111111
object_gender,glove,1024,the_1,50,44,44,44,44
object_gender,glove,1024,cat,50,44,44,44,44
object_gender,glove,1024,chased,50,44.102,44,44.10080917060371,44.26842105263158
object_gender,glove,1024,the_2,50,44,44,44,44
object_gender,glove,1024,rat,50,95.52,90.66666666666667,95.56062066411798,99
object_gender,glove,1024_1024_1024,the_1,50,44,44,44,44
object_gender,glove,1024_1024_1024,cat,50,44,44,44,44
object_gender,glove,1024_1024_1024,chased,50,44.006,44,44.006206266837054,44.021062030075186
object_gender,glove,1024_1024_1024,the_2,50,44,44,44,44
object_gender,glove,1024_1024_1024,rat,50,76.246,68.34667760459392,76.33562162417002,84.5487255358807
object_gender,glove,20_20_20,the_1,50,44,44,44,44
object_gender,glove,20_20_20,cat,50,47.362,46.10619375,47.36799617022169,48.716026829268294
object_gender,glove,20_20_20,chased,50,48.378,47.41200634307777,48.388025431514386,49.25213541666667
object_gender,glove,20_20_20,the_2,50,44,44,44,44
object_gender,glove,20_20_20,rat,50,78.486,71.99495689655173,78.77273142417273,86.0580774748924
object_gender,gpt,1024,the_1,50,44,44,44,44
object_gender,gpt,1024,cat,50,44,44,44,44
object_gender,gpt,1024,chased,50,44,44,44,44
object_gender,gpt,1024,the_2,50,44,44,44,44
object_gender,gpt,1024,rat,50,70.488,62.68904044117647,70.51073836869999,78.2542156862745
object_gender,gpt,1024_1024_1024,the_1,50,44,44,44,44
object_gender,gpt,1024_1024_1024,cat,50,44,44,44,44
object_gender,gpt,1024_1024_1024,chased,50,44.168,44,44.17246986835249,44.58639534883721
object_gender,gpt,1024_1024_1024,the_2,50,44,44,44,44
object_gender,gpt,1024_1024_1024,rat,50,45.054,44,45.11296561054105,47.63448275862069
object_gender,gpt,20_20_20,the_1,50,44,44,44,44
object_gender,gpt,20_20_20,cat,50,47.144,45.92954771097628,47.149530826247556,48.5958992248062
object_gender,gpt,20_20_20,chased,50,48.158,47.13516757865937,48.15406707899179,49.20983660130719
object_gender,gpt,20_20_20,the_2,50,47.339999999999996,46.48020169082126,47.34549973476879,48.27042860065466
object_gender,gpt,20_20_20,rat,50,79.922,73.20912234042554,80.00422545603297,87.43535620915033
object_number,bert,1024,the_1,50,58.876000000000005,53.039620771670194,58.84800194533705,65.05765860692102
object_number,bert,1024,cat,50,56.878,51.54803571428572,56.99862908258318,62.855634283420315
object_number,bert,1024,chased,50,64.94,57.96604838709678,64.98913896406773,72.22456027667984
object_number,bert,1024,the_2,50,68.412,61.120295893719806,68.53567466163662,76.01495454545456
object_number,bert,1024,rat,50,80.46600000000001,72.98958333333334,80.52108359034023,87.37899038461538
object_number,bert,1024_1024_1024,the_1,50,46.2,46.2,46.2,46.2
object_number,bert,1024_1024_1024,cat,50,48.138000000000005,46.2,48.10471515793009,50.89038461538462
object_number,bert,1024_1024_1024,chased,50,49.288000000000004,46.2,49.27286080458891,53.12863970588235
object_number,bert,1024_1024_1024,the_2,50,56.74,50.98487121212122,56.73142689647237,63.05162735849057
object_number,bert,1024_1024_1024,rat,50,57.948,52.04320170454545,57.9656893242076,64.72076530612244
object_number,bert,20_20_20,the_1,50,78.918,72.54189285714287,78.92553020001856,84.71889215686274
object_number,bert,20_20_20,cat,50,77.742,71.5876556122449,77.79955167321825,83.94042452830189
object_number,bert,20_20_20,chased,50,82.098,75.65504629629629,82.18858133251145,88.62790616710876
object_number,bert,20_20_20,the_2,50,83.178,76.21086248012719,83.0900640666612,89.58598214285715
object_number,bert,20_20_20,rat,50,75.032,67.53165660377358,74.7761943202189,81.81874242424242
object_number,elmo,1024,the_1,50,46.2,46.2,46.2,46.2
object_number,elmo,1024,cat,50,46.2,46.2,46.2,46.2
object_number,elmo,1024,chased,50,53.482,48.62169397463002,53.42161567298294,58.68174444444445
object_number,elmo,1024,the_2,50,68.796,61.715535714285714,68.88013783934939,75.93284304511279
object_number,elmo,1024,rat,50,83.86,76.08888888888889,83.73632893962723,90.50588235294117
object_number,elmo,1024_1024_1024,the_1,50,46.2,46.2,46.2,46.2
object_number,elmo,1024_1024_1024,cat,50,46.2,46.2,46.2,46.2
object_number,elmo,1024_1024_1024,chased,50,47.21,46.2,47.19783366489775,49.895121951219515
object_number,elmo,1024_1024_1024,the_2,50,56.96,50.81061094224924,56.68532980755406,63.31948259187621
object_number,elmo,1024_1024_1024,rat,50,56.96,51.27547169811321,57.12571514016287,63.41792142857143
object_number,elmo,20_20_20,the_1,50,56.426,52.45,56.40732341471494,60.74853656126482
object_number,elmo,20_20_20,cat,50,61.352000000000004,57.71022108843538,61.25451180915877,65.04853260869565
object_number,elmo,20_20_20,chased,50,76.65,69.3418388888889,76.7015900803041,84.097929964539
object_number,elmo,20_20_20,the_2,50,81.708,74.56115909090909,81.79706582588318,88.79359913793104
object_number,elmo,20_20_20,rat,50,86.008,78.72558139534884,86.07738032248834,92.56568965517242
object_number,glove,1024,the_1,50,46.2,46.2,46.2,46.2
object_number,glove,1024,cat,50,46.318000000000005,46.220000000000006,46.31674683757663,46.43476403061224
object_number,glove,1024,chased,50,46.278000000000006,46.20444444444445,46.2778401375329,46.38001219512196
object_number,glove,1024,the_2,50,46.2,46.2,46.2,46.2
object_number,glove,1024,rat,50,100,100,100,100
object_number,glove,1024_1024_1024,the_1,50,46.2,46.2,46.2,46.2
object_number,glove,1024_1024_1024,cat,50,46.2,46.2,46.2,46.2
object_number,glove,1024_1024_1024,chased,50,46.2,46.2,46.2,46.2
object_number,glove,1024_1024_1024,the_2,50,46.2,46.2,46.2,46.2
object_number,glove,1024_1024_1024,rat,50,83.826,77.35466666666667,83.99392066281011,90.20904391707582
object_number,glove,20_20_20,the_1,50,46.2,46.2,46.2,46.2
object_number,glove,20_20_20,cat,50,49.348,48.669754025044725,49.352984711804396,50.06603367346939
object_number,glove,20_20_20,chased,50,47.35,47.02038708961845,47.35337502444993,47.717888888888886
object_number,glove,20_20_20,the_2,50,46.2,46.2,46.2,46.2
object_number,glove,20_20_20,rat,50,68.306,61.220178571428576,68.33032409838205,75.75935869565217
object_number,gpt,1024,the_1,50,46.2,46.2,46.2,46.2
object_number,gpt,1024,cat,50,46.2,46.2,46.2,46.2
object_number,gpt,1024,chased,50,46.198,46.19285714285714,46.19791071589095,46.2
object_number,gpt,1024,the_2,50,46.2,46.2,46.2,46.2
object_number,gpt,1024,rat,50,59.658,57.547184615384616,59.68613335585513,61.65521036585366
object_number,gpt,1024_1024_1024,the_1,50,46.2,46.2,46.2,46.2
object_number,gpt,1024_1024_1024,cat,50,46.252,46.2,46.25076924868261,46.37056284153005
object_number,gpt,1024_1024_1024,chased,50,46.2,46.2,46.2,46.2
object_number,gpt,1024_1024_1024,the_2,50,46.2,46.2,46.2,46.2
object_number,gpt,1024_1024_1024,rat,50,47.518,46.520463121783884,47.523874747774926,48.87672619047619
object_number,gpt,20_20_20,the_1,50,46.2,46.2,46.2,46.2
object_number,gpt,20_20_20,cat,50,46.928000000000004,46.62286585365854,46.928940054025496,47.280482736572885
object_number,gpt,20_20_20,chased,50,47.952,47.45810049019608,47.945021833871984,48.45237899917966
object_number,gpt,20_20_20,the_2,50,48.108,47.67070583887657,48.1111685979193,48.591136363636366
