Task,Encoder,Classifier,Word,n,Score,ci_lower,mean,ci_upper,Target
number,GLoVe,1024_1024_1024,rat,50,47.132,47,47.137046676219875,47.36281667491341,subject
number,GLoVe,20_20_20,the_1,50,47,47,47,47,subject
number,GLoVe,20_20_20,cat,50,78.172,71.07215778994525,78.2051397032666,85.4371577498033,subject
number,GLoVe,20_20_20,chased,50,47.504,47.306636363636365,47.50468763174903,47.72061700767263,subject
number,GLoVe,20_20_20,the_2,50,47,47,47,47,subject
number,GLoVe,20_20_20,rat,50,49.138,48.57661905965622,49.11525631735755,49.670552041403106,subject
number,GPT,1024,the_1,50,47,47,47,47,subject
number,GPT,1024,cat,35,80.33714285714285,79.18526785714285,80.351799852821145,81.52116917293233,subject
number,GPT,1024,chased,46,96.66521739130435,95.04528273809524,96.63961619137646,97.71118606138107,subject
number,GPT,1024,the_2,47,92.80851063829788,91.70892942583731,92.82559163528933,93.73895996860281,subject
number,GPT,1024,rat,29,90.88275862068966,89.3725,90.89795275051087,92.06094782608695,subject
number,GPT,1024_1024_1024,the_1,50,47,47,47,47,subject
number,GPT,1024_1024_1024,cat,7,80.81428571428572,76.58333333333333,80.84798270796637,84.9,subject
number,GPT,1024_1024_1024,chased,8,94.65,92.68551587301587,94.64494715247471,96.64345238095238,subject
number,GPT,1024_1024_1024,the_2,8,91.85,90.86656250000001,91.85036839809399,92.89999999999999,subject
number,GPT,1024_1024_1024,rat,1,92,92,92,92,subject
number,GPT,20_20_20,the_1,50,47,47,47,47,subject
number,GPT,20_20_20,cat,39,84.33333333333334,84.07425289575289,84.33161421001432,84.56832147696478,subject
number,GPT,20_20_20,chased,37,97.65675675675676,97.06641891891891,97.6464413205415,98.14553613053613,subject
number,GPT,20_20_20,the_2,33,93.89090909090909,93.40609375,93.9064101984121,94.36958333333332,subject
number,GPT,20_20_20,rat,32,92.53125,91.96396889400921,92.52356689061622,92.99729166666667,subject
causative,BERT,1024,the_1,3,75.16666666666667,65.6,75.30132491682805,81.2,verb
causative,BERT,1024,cat,7,75.92857142857143,71.71625,75.87284164889033,80.14025,verb
causative,BERT,1024,chased,21,80.8,78.22898897058825,80.8013510011312,83.33034375,verb
causative,BERT,1024,the_2,15,77.29333333333334,74.47014285714286,77.33759767186575,80.04570707070707,verb
causative,BERT,1024,rat,18,78.36111111111111,76.25326923076923,78.33432536022848,80.53190058479532,verb
causative,BERT,1024_1024_1024,cat,2,78,76.2,77.95438040816326,79.8,verb
causative,BERT,1024_1024_1024,rat,1,81.4,81.4,81.4,81.4,verb
causative,BERT,20_20_20,the_1,31,79.93548387096774,79.22302164082687,79.93505443446652,80.59268162393163,verb
causative,BERT,20_20_20,cat,28,77.525,76.34615384615384,77.55278669818493,78.73250930521093,verb
causative,BERT,20_20_20,chased,33,83.42424242424242,82.90412347560975,83.42612702844886,83.87233333333333,verb
causative,BERT,20_20_20,the_2,31,79.65161290322581,78.86324545454545,79.63578815642698,80.31075892857143,verb
causative,BERT,20_20_20,rat,29,82.48275862068965,81.8289314516129,82.48094347850828,83.09614583333334,verb
causative,ELMo,1024,chased,40,93.18,92.43436789772728,93.18628899159688,93.82573133414932,verb
causative,ELMo,1024,the_2,23,87.68260869565218,84.99275502873563,87.76795775856995,90.60014705882352,verb
causative,ELMo,1024,rat,13,82.96153846153847,80.65,82.94351327752354,85.32224999999998,verb
causative,ELMo,1024_1024_1024,cat,1,78.3,78.3,78.3,78.3,verb
causative,ELMo,1024_1024_1024,chased,4,93.325,90.7,93.3741232883664,94.3,verb
causative,ELMo,1024_1024_1024,the_2,3,89.23333333333333,88.7,89.23135753869104,89.6,verb
causative,ELMo,1024_1024_1024,rat,1,90.1,90.1,90.1,90.1,verb
causative,ELMo,20_20_20,the_1,24,90.71666666666667,90.64283834586466,90.71737215142396,90.7913134057971,verb
causative,ELMo,20_20_20,cat,31,76.54838709677419,76.0618565270936,76.54046492169113,77.06778921568628,verb
causative,ELMo,20_20_20,chased,34,93.11176470588235,92.11072804054052,93.11213035578523,93.98339285714286,verb
causative,ELMo,20_20_20,the_2,28,90.70714285714286,89.32065340909092,90.71268910381201,91.90410833333333,verb
causative,ELMo,20_20_20,rat,24,87.06666666666666,86.41174836601306,87.0572962753867,87.59096394984326,verb
causative,GLoVe,1024,the_1,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,1024,cat,50,49.59,49.5673731884058,49.59033285695473,49.6,verb
causative,GLoVe,1024,chased,50,98.238,95.83272304439745,98.22021053226422,99.59072036301758,verb
causative,GLoVe,1024,the_2,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,1024,rat,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,1024_1024_1024,the_1,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,1024_1024_1024,cat,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,1024_1024_1024,chased,50,76.768,70.88095885093168,76.95323705621453,82.65709210526315,verb
causative,GLoVe,1024_1024_1024,the_2,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,1024_1024_1024,rat,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,20_20_20,the_1,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,20_20_20,cat,50,49.962,49.75595416666666,49.96005542698218,50.21524604743083,verb
causative,GLoVe,20_20_20,chased,50,79.69200000000001,72.62102022058824,79.52580718350063,85.92023809523809,verb
causative,GLoVe,20_20_20,the_2,50,49.6,49.6,49.6,49.6,verb
causative,GLoVe,20_20_20,rat,50,49.9,49.60909090909091,49.8912835617389,50.16670833333333,verb
causative,GPT,1024,the_1,50,49.6,49.6,49.6,49.6,verb
causative,GPT,1024,cat,50,49.6,49.6,49.6,49.6,verb
causative,GPT,1024,chased,35,79.41142857142857,78.95875,79.39666426442504,79.86156249999999,verb
causative,GPT,1024,the_2,47,84.95106382978723,84.74715335673541,84.9434122405989,85.15854056203605,verb
causative,GPT,1024,rat,42,85.2452380952381,84.69967105263159,85.23774830964041,85.79601379310346,verb
causative,GPT,1024_1024_1024,the_1,50,49.6,49.6,49.6,49.6,verb
causative,GPT,1024_1024_1024,cat,50,49.6,49.6,49.6,49.6,verb
causative,GPT,1024_1024_1024,chased,9,77.78888888888889,75.93325,77.72643059442278,79.58,verb
causative,GPT,1024_1024_1024,the_2,10,84.93,83.639625,84.95642564556273,86.24511904761904,verb
causative,GPT,1024_1024_1024,rat,5,85.94,84.4,85.93816556431496,87.10000000000001,verb
causative,GPT,20_20_20,the_1,50,49.6,49.6,49.6,49.6,verb
causative,GPT,20_20_20,cat,50,49.52,49.4679847826087,49.52002132402084,49.55625679347826,verb
causative,GPT,20_20_20,chased,30,80.14333333333333,79.77822101449276,80.13787577245732,80.46899813606711,verb
causative,GPT,20_20_20,the_2,35,84.96571428571428,84.70881722689076,84.96826157045005,85.20357142857142,verb
causative,GPT,20_20_20,rat,33,83.44545454545454,83.04984999999999,83.44755880686864,83.78973684210526,verb
dynamic,BERT,1024,the_1,14,83.6,83.17137362637362,83.58560882022267,84.0125,verb
dynamic,BERT,1024,cat,13,83.73846153846154,82.35988888888889,83.74863763305555,85.13140625,verb
dynamic,BERT,1024,chased,33,83.8,83.47472499999999,83.80106988690355,84.17276623376624,verb
dynamic,BERT,1024,the_2,14,81.12857142857143,80.53622377622376,81.12211486884533,81.75474431818182,verb
dynamic,BERT,1024,rat,19,80.78421052631579,80.24424242424242,80.78414801184942,81.31693181818181,verb
dynamic,BERT,1024_1024_1024,cat,2,81.15,80.1,81.17543153049482,82.2,verb
dynamic,BERT,1024_1024_1024,rat,1,79,79,79,79,verb
dynamic,BERT,20_20_20,the_1,31,80.47741935483872,80.0290064516129,80.48408453773663,80.96,verb
dynamic,BERT,20_20_20,cat,35,80.82285714285715,80.4916607142857,80.82354625197458,81.20007142857143,verb
dynamic,BERT,20_20_20,chased,31,84.45161290322581,84.03423502304148,84.445772858758815,84.83116771159875,verb
dynamic,BERT,20_20_20,the_2,36,77.89166666666667,77.482912482066,77.8849572755808,78.26579107830551,verb
dynamic,BERT,20_20_20,rat,32,79.659375,79.3,79.65369676057601,79.99668750000001,verb
dynamic,ELMo,1024,the_1,9,89.72222222222223,88.66583333333334,89.7118781163118,90.63375,verb
dynamic,ELMo,1024,cat,6,82.8,80.85,82.84647206250663,84.82000000000001,verb
dynamic,ELMo,1024,chased,48,89.00416666666666,87.90251023391812,89.00905571531912,89.94618750000001,verb
dynamic,ELMo,1024,the_2,23,82.32608695652173,81.96153846153847,82.33053143266567,82.67146978021978,verb
dynamic,ELMo,1024,rat,17,74.8,73.77978571428571,74.80692325512561,75.71257211538462,verb
dynamic,ELMo,1024_1024_1024,the_1,5,90.54,89.45,90.52520486367163,91.60000000000001,verb
dynamic,ELMo,1024_1024_1024,cat,1,87.7,87.7,87.7,87.7,verb
dynamic,ELMo,1024_1024_1024,chased,11,87.10909090909091,83.11950000000002,87.08023810777844,90.34675,verb
dynamic,ELMo,1024_1024_1024,the_2,11,83.84545454545454,83.18745535714287,83.87702629141326,84.53008333333334,verb
dynamic,ELMo,1024_1024_1024,rat,3,72.2,71.1,72.17719948009282,74,verb
dynamic,ELMo,20_20_20,the_1,26,90.73076923076923,90.4123875,90.72933628047373,91.04093899521531,verb
dynamic,ELMo,20_20_20,cat,25,84.944,84.48945906432748,84.94011571138833,85.32610785953177,verb
dynamic,ELMo,20_20_20,chased,37,89.87567567567568,89.17138704318938,89.88254229064616,90.48527884615385,verb
dynamic,ELMo,20_20_20,the_2,24,80.425,79.59422027290448,80.40728108257005,81.38343750000001,verb
dynamic,ELMo,20_20_20,rat,38,74.4,74.1775,74.4005095875142,74.6404777992278,verb
dynamic,GLoVe,1024,the_1,50,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024,cat,50,50.914,50.9,50.913681382767145,50.94309375,verb
dynamic,GLoVe,1024,chased,50,78.684,76.39519722222222,78.6254179831932,80.49119886363636,verb
dynamic,GLoVe,1024,the_2,50,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024,rat,50,50.952,50.89111111111111,50.9511671289479,51.02542539049518,verb
dynamic,GLoVe,1024_1024_1024,the_1,50,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024_1024_1024,cat,50,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024_1024_1024,chased,50,67.836,63.99791440217391,67.8951542028978,71.86473863636363,verb
dynamic,GLoVe,1024_1024_1024,the_2,50,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024_1024_1024,rat,50,50.928,50.9,50.92949740548074,50.99545454545454,verb
dynamic,GLoVe,20_20_20,the_1,50,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,20_20_20,cat,50,49.598,49.18473756432247,49.59913090651642,50.00846153846154,verb
dynamic,GLoVe,20_20_20,chased,50,72.1,68.0001896226415,72.06199064159811,75.79190192743765,verb
dynamic,GLoVe,20_20_20,the_2,50,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,20_20_20,rat,50,51.056,50.91350900900901,51.058080336824574,51.21879145408164,verb
dynamic,GPT,1024,the_1,50,50.9,50.9,50.9,50.9,verb
dynamic,GPT,1024,cat,50,50.9,50.9,50.9,50.9,verb
dynamic,GPT,1024,chased,37,79.58648648648649,78.54117647058824,79.58943956228029,80.52232142857143,verb
dynamic,GPT,1024,the_2,48,83.24583333333334,83.01551754385964,83.24691399816416,83.49130745341614,verb
dynamic,GPT,1024,rat,38,83.77894736842106,83.46816477272728,83.78582992474776,84.06472285067873,verb
dynamic,GPT,1024_1024_1024,the_1,50,50.9,50.9,50.9,50.9,verb
dynamic,GPT,1024_1024_1024,cat,50,50.9,50.9,50.9,50.9,verb
dynamic,GPT,1024_1024_1024,chased,7,79.08571428571429,76.93333333333334,79.16573504689755,81.2,verb
dynamic,GPT,1024_1024_1024,the_2,14,82.77857142857142,81.9857142857143,82.78226484328108,83.66400974025973,verb
dynamic,GPT,1024_1024_1024,rat,9,80.07777777777778,77.49964285714286,80.05300284091726,82.11847727272728,verb
dynamic,GPT,20_20_20,the_1,50,50.9,50.9,50.9,50.9,verb
dynamic,GPT,20_20_20,cat,50,50.702,50.51420200892857,50.700009378772684,50.86877038043478,verb
dynamic,GPT,20_20_20,chased,40,81.43,80.32402242328875,81.43682627512591,82.43245495495496,verb
dynamic,GPT,20_20_20,the_2,37,82.85675675675675,82.66838492063492,82.86133998873181,83.03529886148007,verb
dynamic,GPT,20_20_20,rat,38,83.5078947368421,83.1539987458194,83.5147082945217,83.88144379844962,verb
tense,BERT,1024,the_1,27,96.08888888888889,95.4226763322884,96.09012101561889,96.74345967741935,verb
tense,BERT,1024,cat,31,97.11935483870968,96.75164532019704,97.12337557774228,97.48679166666666,verb
tense,BERT,1024,chased,35,97.34571428571428,97.13136866359447,97.34671945415572,97.62758620689655,verb
tense,BERT,1024,the_2,22,94.9590909090909,94.27730392156862,94.95119123273847,95.75003787878788,verb
tense,BERT,1024,rat,28,94.49285714285715,93.97687499999999,94.4857966703393,95.10045454545454,verb
tense,BERT,1024_1024_1024,the_1,4,97.575,94.975,97.56172426376695,100,verb
tense,BERT,1024_1024_1024,cat,7,97.37142857142857,96.19857142857143,97.32836758176627,98.735,verb
tense,BERT,1024_1024_1024,chased,7,97.47142857142858,96.3,97.47972362110112,99.025,verb
tense,BERT,1024_1024_1024,the_2,3,98.23333333333333,94.7,98.17660745647046,100,verb
tense,BERT,1024_1024_1024,rat,5,96.08,93.14750000000001,95.95234448242991,100,verb
tense,BERT,20_20_20,the_1,32,96.96249999999999,96.62754469987229,96.96820538107386,97.32354462474645,verb
tense,BERT,20_20_20,cat,35,97.53142857142858,97.3555459770115,97.53477061021545,97.7833445945946,verb
tense,BERT,20_20_20,chased,35,97.49714285714286,97.29130115089514,97.50276479865053,97.76221067221067,verb
tense,BERT,20_20_20,the_2,36,95.325,94.97927203065133,95.33463848585322,95.80502651515152,verb
tense,BERT,20_20_20,rat,35,94.23428571428572,93.81343883357042,94.23961742099205,94.80365455665026,verb
tense,ELMo,1024,the_1,13,99.12307692307692,98.10828125,99.1273369352213,99.65625,verb
tense,ELMo,1024,cat,12,95.975,93.81392857142858,95.97271606893352,98.02742424242425,verb
tense,ELMo,1024,chased,48,99.79375,99.35609756097561,99.78717674450365,99.99804193899783,verb
tense,ELMo,1024,the_2,8,98.975,97.12,98.9426795760129,100,verb
tense,ELMo,1024,rat,5,97.46000000000001,93.46666666666667,97.54509452653316,100,verb
tense,ELMo,1024_1024_1024,the_1,6,99.63333333333333,99.179375,99.6374905541246,100,verb
tense,ELMo,1024_1024_1024,cat,8,96.8625,94.61392857142857,96.89304814067468,98.85583333333334,verb
tense,ELMo,1024_1024_1024,chased,29,99.86551724137931,99.5576923076923,99.8658008137337,100,verb
tense,ELMo,1024_1024_1024,the_2,2,100,100,100,100,verb
tense,ELMo,1024_1024_1024,rat,2,100,100,100,100,verb
tense,ELMo,20_20_20,the_1,33,98.76666666666667,98.02276648351648,98.78046093560334,99.38393056849954,verb
tense,ELMo,20_20_20,cat,34,97.11764705882354,96.05550595238095,97.08969980466298,97.9184605263158,verb
tense,ELMo,20_20_20,chased,33,99.06969696969696,98.35656250000001,99.06442142312991,99.7000925925926,verb
tense,ELMo,20_20_20,the_2,31,99.90322580645162,99.77185231854838,99.90379356165845,99.98500462962963,verb
tense,ELMo,20_20_20,rat,36,98.2,97.48460227272727,98.18803193398809,98.79602647058825,verb
tense,GLoVe,1024,the_1,51,48.92156862745098,47.9,48.91279311018822,51.37530681818182,verb
tense,GLoVe,1024,cat,51,49,47.92264150943396,48.93045260586416,51.42141134751773,verb
tense,GLoVe,1024,chased,51,88.52941176470588,88.3,88.52322119168124,89.01669961734694,verb
tense,GLoVe,1024,the_2,51,48.92156862745098,47.9,48.91190735081566,51.22642587508579,verb
tense,GLoVe,1024,rat,51,48.92745098039216,47.88301886792453,48.89100918698434,51.24622776421346,verb
tense,GLoVe,1024_1024_1024,the_1,51,48.92156862745098,47.9,48.87039853703083,51.49310344827586,verb
tense,GLoVe,1024_1024_1024,cat,51,48.92156862745098,47.9,48.88705652006798,51.45227272727273,verb
tense,GLoVe,1024_1024_1024,chased,51,77.11960784313726,71.97085526315789,77.16332305311246,82.06898958333333,verb
tense,GLoVe,1024_1024_1024,the_2,51,48.92156862745098,47.9,48.90681669878041,51.45227272727273,verb
tense,GLoVe,1024_1024_1024,rat,51,48.92156862745098,47.9,48.89948564493934,51.374805084745766,verb
tense,GLoVe,20_20_20,the_1,51,49.66274509803922,48.28181818181818,49.68967725394684,52.12095880681818,verb
tense,GLoVe,20_20_20,cat,51,50.86666666666667,49.538388888888896,50.861932936654384,53.44779220779221,verb
tense,GLoVe,20_20_20,chased,51,72.59411764705882,67.62680966697502,72.6984344750446,78.04385536398466,verb
tense,GLoVe,20_20_20,the_2,51,49.82745098039216,48.454664846077456,49.865609729654174,52.116371212121216,verb
tense,GLoVe,20_20_20,rat,51,50.241176470588236,48.940784290460364,50.23038854409013,52.53436170212766,verb
tense,GPT,1024,the_1,51,48.92156862745098,47.9,48.87784128645366,51.49310344827586,verb
tense,GPT,1024,cat,51,48.92156862745098,47.9,48.932367837503044,51.227339269195184,verb
tense,GPT,1024,chased,29,86.31724137931035,84.64384654471544,86.36965189745008,87.992734375,verb
tense,GPT,1024,the_2,38,93.22368421052632,92.44130520764666,93.21935418270552,93.93684496567505,verb
tense,GPT,1024,rat,18,94.28888888888889,93.57690476190477,94.30088773081742,95.26366310160428,verb
tense,GPT,1024_1024_1024,the_1,51,48.92156862745098,47.9,48.88338436848738,51.43270512326656,verb
tense,GPT,1024_1024_1024,cat,51,48.92156862745098,47.9,48.89482746378934,51.373333333333335,verb
tense,GPT,1024_1024_1024,chased,2,93.9,87.8,93.77187864644107,100,verb
tense,GPT,1024_1024_1024,the_2,3,93.73333333333333,88.7,93.66596029847345,100,verb
tense,GPT,1024_1024_1024,rat,2,97.45,94.9,97.39164094906255,100,verb
tense,GPT,20_20_20,the_1,51,50.15686274509804,48.75710317460318,50.15477806294643,52.731936141304345,verb
tense,GPT,20_20_20,cat,51,50.898039215686275,49.50469841269842,50.91803795656374,53.52368319053448,verb
tense,GPT,20_20_20,chased,39,87.67948717948718,86.51783783783783,87.66985766267328,88.80751520270272,verb
tense,GPT,20_20_20,the_2,37,94.13783783783784,93.55754940711464,94.12702790008271,94.7125625,verb
tense,GPT,20_20_20,rat,36,94.49444444444444,94.10598484848485,94.49331347860587,94.93139732142858,verb
