elmo,20_20_20,0,63.7
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,60.5
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,92.5
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,85.3
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,78.2
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,60.6
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,92.5
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.3
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,93.6
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,76.8
elmo,20_20_20,0,62.9
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,64.4
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,67.5
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,92.7
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,89.7
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.3
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.4
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,59.3
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,88.3
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,83.6
elmo,20_20_20,0,59.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,66.0
elmo,20_20_20,4,88.5
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.4
elmo,20_20_20,0,63.8
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,68.1
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,66.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.3
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,58.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,89.5
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,62.8
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,92.5
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,78.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.3
elmo,20_20_20,0,64.3
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,64.5
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,60.4
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.3
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,67.5
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.2
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,63.1
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,88.3
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,98.1
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,59.4
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,92.5
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.6
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,62.5
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,88.3
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,92.2
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,44.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,44.0
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,59.8
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,88.3
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.3
elmo,20_20_20,0,61.4
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,44.0
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,44.0
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,66.0
elmo,1024_1024_1024,3,44.0
elmo,1024,3,44.0
elmo,20_20_20,4,44.0
elmo,1024_1024_1024,4,44.0
elmo,1024,4,88.3
elmo,20_20_20,0,44.0
elmo,1024_1024_1024,0,44.0
elmo,1024,0,44.0
elmo,20_20_20,1,57.2
elmo,1024_1024_1024,1,44.0
elmo,1024,1,44.0
elmo,20_20_20,2,92.6
elmo,1024_1024_1024,2,44.0
elmo,1024,2,44.0
elmo,20_20_20,3,66.0
