bert,0,0.783
bert,1,0.792
bert,2,0.832
bert,3,0.821
bert,4,0.786
elmo,0,0.586
elmo,1,0.577
elmo,2,0.886
elmo,3,1
elmo,4,0.964
gpt,0,0.49
gpt,1,0.492
gpt,2,0.49
gpt,3,0.503
gpt,4,0.972
