bert,0,0.915
bert,1,0.942
bert,2,0.96
bert,3,0.979
bert,4,0.989
elmo,0,0.805
elmo,1,0.694
elmo,2,0.987
elmo,3,1
elmo,4,1
gpt,0,0.501
gpt,1,0.503
gpt,2,0.517
gpt,3,0.484
gpt,4,0.754
glove,0,0.5
glove,1,0.5
glove,2,0.5
glove,3,0.5
glove,4,1
