bert,0,0.77
bert,1,0.816
bert,2,0.749
bert,3,0.86
bert,4,0.932
elmo,0,0.653
elmo,1,0.592
elmo,2,0.871
elmo,3,0.821
elmo,4,0.926
gpt,0,0.493
gpt,1,0.497
gpt,2,0.493
gpt,3,0.494
gpt,4,0.973
glove,0,0.5
glove,1,0.5
glove,2,0.5
glove,3,0.5
glove,4,1
