Task,Encoder,Classifier,Word,n,Score,ci_lower,mean,ci_upper,Target
number,GPT,1024,chased,38,97.12105263157895,96.63426354679802,97.11392506068563,97.49047991071427,subject
number,GPT,1024,the_2,34,95.55588235294118,95.32216666666667,95.55270586153569,95.76211724137931,subject
number,GPT,1024,rat,5,95.6,94.6895,95.60022657562648,96.4,subject
number,GPT,1024_1024_1024,the_1,51,45.5,45.5,45.5,45.5,subject
number,GPT,1024_1024_1024,cat,5,79.24,74.5,79.12008526461243,83.69999999999999,subject
number,GPT,1024_1024_1024,chased,4,95.1,92.5,95.11670899054555,97.7,subject
number,GPT,1024_1024_1024,the_2,3,95.66666666666667,95.5,95.669302024482107,95.8,subject
number,GPT,1024_1024_1024,rat,2,92.9,92.2,92.89287543655414,93.6,subject
number,GPT,20_20_20,the_1,51,45.5,45.5,45.5,45.5,subject
number,GPT,20_20_20,cat,36,83.68888888888888,83.65712454212455,83.68956888181299,83.72222222222221,subject
number,GPT,20_20_20,chased,33,97.0939393939394,96.6777381859756,97.0937187639185,97.4,subject
number,GPT,20_20_20,the_2,41,95.5,95.2589375,95.4984412713047,95.70489123269611,subject
number,GPT,20_20_20,rat,32,92.978125,92.63875,92.98730353438297,93.35122473867595,subject
causative,BERT,1024,the_1,1,78.5,78.5,78.5,78.5,verb
causative,BERT,1024,cat,3,77.39999999999999,71.5,77.40416105797614,80.6,verb
causative,BERT,1024,chased,15,86.79333333333334,84.76117647058824,86.73773047739411,88.47016176470588,verb
causative,BERT,1024,the_2,10,85.41,83.45921428571427,85.3932224831206,87.0805,verb
causative,BERT,1024_1024_1024,chased,5,87.06,85.46416666666667,87.10591521292778,88.43333333333334,verb
causative,BERT,1024_1024_1024,the_2,1,86.2,86.2,86.2,86.2,verb
causative,BERT,20_20_20,the_1,28,79.64285714285714,79.12857142857143,79.64838355860941,80.21382327586208,verb
causative,BERT,20_20_20,cat,28,79.00714285714285,78.49986842105262,78.99907101591504,79.51935000000002,verb
causative,BERT,20_20_20,chased,31,86.0516129032258,85.5999358974359,86.05073561558436,86.50715659340658,verb
causative,BERT,20_20_20,the_2,29,85.27586206896552,84.766484375,85.28170991296136,85.77409722222222,verb
causative,BERT,20_20_20,rat,28,80.92142857142858,80.22990118577074,80.91533872333457,81.54815134099616,verb
causative,ELMo,1024,chased,35,93.18,92.59765909090909,93.16010385044149,93.65075,verb
causative,ELMo,1024,the_2,14,89.94285714285714,87.8995,89.95412115561514,91.85342857142858,verb
causative,ELMo,1024,rat,1,82.1,82.1,82.1,82.1,verb
causative,ELMo,1024_1024_1024,chased,5,93.42,92.05000000000001,93.41297700903229,95.03583333333333,verb
causative,ELMo,1024_1024_1024,the_2,1,93,93,93,93,verb
causative,ELMo,20_20_20,the_1,14,66.73571428571428,66.44611111111111,66.74685738491254,67.05627232142858,verb
causative,ELMo,20_20_20,cat,1,61.3,61.3,61.3,61.3,verb
causative,ELMo,20_20_20,chased,39,94.13076923076923,93.51450266768293,94.1373541279169,94.49668243243244,verb
causative,ELMo,20_20_20,the_2,32,93.525,93.27662500000001,93.5175712561463,93.73800548589341,verb
causative,ELMo,20_20_20,rat,26,79.01538461538462,77.69242063492062,78.99500523683713,80.44011111111111,verb
causative,GLoVe,1024,the_1,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024,cat,50,50.756,50.689690508021386,50.75779734343631,50.8,verb
causative,GLoVe,1024,chased,50,98.624,96.25761287625419,98.60027789075431,99.8834011627907,verb
causative,GLoVe,1024,the_2,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024,rat,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,the_1,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,cat,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,chased,50,81.422,75.71561170212766,81.41504787841937,86.72057991120977,verb
causative,GLoVe,1024_1024_1024,the_2,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,rat,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,20_20_20,the_1,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,20_20_20,cat,50,50.688,50.484407801418435,50.6917419814632,50.87716711956522,verb
causative,GLoVe,20_20_20,chased,50,81.514,75.23119444444444,81.5810391878748,87.86233033033034,verb
causative,GLoVe,20_20_20,the_2,50,50.8,50.8,50.8,50.8,verb
causative,GLoVe,20_20_20,rat,50,50.894,50.64148131349782,50.8914169091955,51.14565423976608,verb
causative,GPT,1024,the_1,50,50.8,50.8,50.8,50.8,verb
causative,GPT,1024,cat,50,50.8,50.8,50.8,50.8,verb
causative,GPT,1024,chased,37,76.67567567567568,76.28941632928475,76.66644783613886,77.05947297297297,verb
causative,GPT,1024,the_2,47,86.8063829787234,86.59993243243242,86.80860882979229,87.01591799265606,verb
causative,GPT,1024,rat,14,85.6,83.90761363636364,85.61520446729935,87.18083333333334,verb
causative,GPT,1024_1024_1024,the_1,50,50.8,50.8,50.8,50.8,verb
causative,GPT,1024_1024_1024,cat,50,50.8,50.8,50.8,50.8,verb
causative,GPT,1024_1024_1024,chased,2,78.35,77.3,78.30309007981757,79.4,verb
causative,GPT,1024_1024_1024,the_2,13,87.12307692307692,86.53333333333333,87.10520297897467,87.57274242424243,verb
causative,GPT,1024_1024_1024,rat,4,86.6,83.5,86.57283008473009,89.6,verb
causative,GPT,20_20_20,the_1,50,50.8,50.8,50.8,50.8,verb
causative,GPT,20_20_20,cat,50,49.693999999999996,49.26920212765957,49.68789600936855,50.10483035714286,verb
causative,GPT,20_20_20,chased,37,77.02702702702703,76.38557142857144,77.01720011090504,77.5926875,verb
causative,GPT,20_20_20,the_2,39,85.70769230769231,85.30410879629629,85.70207006029567,86.0277976190476,verb
causative,GPT,20_20_20,rat,33,83.25454545454545,82.67236742424242,83.24281980417999,83.77423264907137,verb
dynamic,BERT,1024,the_1,12,72.1,71.4,72.1100818915383,72.89090909090909,verb
dynamic,BERT,1024,cat,1,72.4,72.4,72.4,72.4,verb
dynamic,BERT,1024,chased,25,81.684,81.00886363636363,81.6762080583327,82.31428571428572,verb
dynamic,BERT,1024,the_2,6,77.6,75.6,77.58840846068256,79.50535714285715,verb
dynamic,BERT,1024,rat,2,72.65,72.2,72.64244178364987,73.1,verb
dynamic,BERT,1024_1024_1024,cat,1,73.1,73.1,73.1,73.1,verb
dynamic,BERT,1024_1024_1024,chased,1,81.3,81.3,81.3,81.3,verb
dynamic,BERT,1024_1024_1024,the_2,2,79.5,78.7,79.45526722689075,80.3,verb
dynamic,BERT,20_20_20,the_1,31,71.65806451612903,71.08569264069266,71.6645253672874,72.25004310344828,verb
dynamic,BERT,20_20_20,cat,37,73.38108108108108,73.07368421052632,73.38231439772507,73.6779656862745,verb
dynamic,BERT,20_20_20,chased,38,81.64736842105263,81.37350367647059,81.64304217706999,81.90654032258064,verb
dynamic,BERT,20_20_20,the_2,29,77.70344827586207,77.23092528735631,77.70371670521764,78.16089090909091,verb
dynamic,BERT,20_20_20,rat,33,72.01515151515152,71.61469537815127,72.0147697977073,72.44590178571428,verb
dynamic,ELMo,1024,chased,43,90.2860465116279,89.75102380952382,90.28776932699846,90.70305454545455,verb
dynamic,ELMo,1024,the_2,27,85.18888888888888,84.59002103786817,85.18691363970144,85.72866359447005,verb
dynamic,ELMo,1024,rat,11,68.66363636363636,67.57049019607844,68.68533452016938,69.80027777777778,verb
dynamic,ELMo,1024_1024_1024,chased,13,89.70769230769231,88.87855158730159,89.7363356122999,90.45738095238094,verb
dynamic,ELMo,1024_1024_1024,the_2,5,86.1,84.43333333333334,86.04709384824167,87.30000000000001,verb
dynamic,ELMo,1024_1024_1024,rat,2,65.4,65.4,65.4,65.4,verb
dynamic,ELMo,20_20_20,the_1,25,77.66,76.83115056818181,77.65560574722971,78.47711842105262,verb
dynamic,ELMo,20_20_20,cat,28,64.13571428571429,63.37347689075631,64.14070353872667,64.95741071428571,verb
dynamic,ELMo,20_20_20,chased,37,90.92162162162163,90.58602976190475,90.91689833950925,91.23961184210526,verb
dynamic,ELMo,20_20_20,the_2,35,84.76857142857143,84.49482954545455,84.77459000059972,85.06987809452363,verb
dynamic,ELMo,20_20_20,rat,34,66.93823529411765,66.36131578947368,66.94199781585064,67.56678571428571,verb
dynamic,GLoVe,1024,the_1,50,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024,cat,50,50.478,50.42142857142857,50.47842535554287,50.5,verb
dynamic,GLoVe,1024,chased,50,80.346,78.85921394799054,80.3546040830786,81.26595744680851,verb
dynamic,GLoVe,1024,the_2,50,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024,rat,50,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,the_1,50,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,cat,50,50.474,50.42203305084746,50.473474512459305,50.5,verb
dynamic,GLoVe,1024_1024_1024,chased,50,69.182,64.94173270440253,69.19691204235315,73.26806603773586,verb
dynamic,GLoVe,1024_1024_1024,the_2,50,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,rat,50,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,20_20_20,the_1,50,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,20_20_20,cat,50,50.282,50.03528132992328,50.27875892047732,50.5,verb
dynamic,GLoVe,20_20_20,chased,50,73.736,69.72306818181818,73.68630177285469,77.6489668367347,verb
dynamic,GLoVe,20_20_20,the_2,50,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,20_20_20,rat,50,51.206,50.95195,51.20408314808269,51.461020986954054,verb
dynamic,GPT,1024,the_1,50,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024,cat,50,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024,chased,40,69.2925,68.56069642857142,69.29367289369867,70.02668181818183,verb
dynamic,GPT,1024,the_2,47,78.02765957446809,77.72991666666667,78.02251769206674,78.33337499999999,verb
dynamic,GPT,1024,rat,32,81.040625,80.68869791666667,81.04023481064432,81.41442857142857,verb
dynamic,GPT,1024_1024_1024,the_1,50,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024_1024_1024,cat,50,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024_1024_1024,chased,6,68.95,67.2096875,68.98987003783627,70.747875,verb
dynamic,GPT,1024_1024_1024,the_2,11,78.43636363636364,76.38267857142856,78.42813265556596,80.17003571428572,verb
dynamic,GPT,1024_1024_1024,rat,4,80.8,80.5,80.79731187563844,81.1,verb
dynamic,GPT,20_20_20,the_1,50,50.5,50.5,50.5,50.5,verb
dynamic,GPT,20_20_20,cat,50,49.632,49.34214689265537,49.63687844669212,49.922248062015505,verb
dynamic,GPT,20_20_20,chased,34,67.5764705882353,66.36331249999999,67.56628761441867,68.71715546218488,verb
dynamic,GPT,20_20_20,the_2,34,75.77352941176471,75.3065925925926,75.76526035288799,76.13237753882916,verb
dynamic,GPT,20_20_20,rat,38,81.3578947368421,81.1121158008658,81.36054379804334,81.6,verb
tense,BERT,1024,the_1,50,100,100,100,100,verb
tense,BERT,1024,cat,50,100,100,100,100,verb
tense,BERT,1024,chased,50,100,100,100,100,verb
tense,BERT,1024,the_2,50,100,100,100,100,verb
tense,BERT,1024,rat,50,100,100,100,100,verb
tense,BERT,1024_1024_1024,the_1,50,100,100,100,100,verb
tense,BERT,1024_1024_1024,cat,50,100,100,100,100,verb
tense,BERT,1024_1024_1024,chased,50,100,100,100,100,verb
tense,BERT,1024_1024_1024,the_2,50,100,100,100,100,verb
tense,BERT,1024_1024_1024,rat,50,100,100,100,100,verb
tense,BERT,20_20_20,the_1,50,100,100,100,100,verb
tense,BERT,20_20_20,cat,50,100,100,100,100,verb
tense,BERT,20_20_20,chased,50,100,100,100,100,verb
tense,BERT,20_20_20,the_2,50,100,100,100,100,verb
tense,BERT,20_20_20,rat,50,100,100,100,100,verb
tense,ELMo,1024,the_1,50,100,100,100,100,verb
tense,ELMo,1024,cat,50,100,100,100,100,verb
tense,ELMo,1024,chased,50,100,100,100,100,verb
tense,ELMo,1024,the_2,50,100,100,100,100,verb
tense,ELMo,1024,rat,50,100,100,100,100,verb
tense,ELMo,1024_1024_1024,the_1,50,100,100,100,100,verb
tense,ELMo,1024_1024_1024,cat,50,100,100,100,100,verb
tense,ELMo,1024_1024_1024,chased,50,100,100,100,100,verb
tense,ELMo,1024_1024_1024,the_2,50,100,100,100,100,verb
tense,ELMo,1024_1024_1024,rat,50,100,100,100,100,verb
tense,ELMo,20_20_20,the_1,50,100,100,100,100,verb
tense,ELMo,20_20_20,cat,50,99.908,99.68618128964059,99.90439116413596,100,verb
tense,ELMo,20_20_20,chased,50,100,100,100,100,verb
tense,ELMo,20_20_20,the_2,50,100,100,100,100,verb
tense,ELMo,20_20_20,rat,50,100,100,100,100,verb
tense,GLoVe,1024,the_1,50,100,100,100,100,verb
tense,GLoVe,1024,cat,50,100,100,100,100,verb
tense,GLoVe,1024,chased,50,100,100,100,100,verb
tense,GLoVe,1024,the_2,50,100,100,100,100,verb
tense,GLoVe,1024,rat,50,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,the_1,50,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,cat,50,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,chased,50,99.772,99.27234042553191,99.76961860459282,100,verb
tense,GLoVe,1024_1024_1024,the_2,50,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,rat,50,100,100,100,100,verb
tense,GLoVe,20_20_20,the_1,50,100,100,100,100,verb
tense,GLoVe,20_20_20,cat,50,100,100,100,100,verb
tense,GLoVe,20_20_20,chased,50,100,100,100,100,verb
tense,GLoVe,20_20_20,the_2,50,100,100,100,100,verb
tense,GLoVe,20_20_20,rat,50,100,100,100,100,verb
tense,GPT,1024,the_1,50,100,100,100,100,verb
tense,GPT,1024,cat,50,100,100,100,100,verb
tense,GPT,1024,chased,50,100,100,100,100,verb
tense,GPT,1024,the_2,50,100,100,100,100,verb
tense,GPT,1024,rat,50,100,100,100,100,verb
tense,GPT,1024_1024_1024,the_1,50,100,100,100,100,verb
tense,GPT,1024_1024_1024,cat,50,100,100,100,100,verb
tense,GPT,1024_1024_1024,chased,50,100,100,100,100,verb
tense,GPT,1024_1024_1024,the_2,50,100,100,100,100,verb
tense,GPT,1024_1024_1024,rat,50,100,100,100,100,verb
tense,GPT,20_20_20,the_1,50,100,100,100,100,verb
tense,GPT,20_20_20,cat,50,100,100,100,100,verb
tense,GPT,20_20_20,chased,50,100,100,100,100,verb
tense,GPT,20_20_20,the_2,50,100,100,100,100,verb
tense,GPT,20_20_20,rat,50,100,100,100,100,verb
