glove,20_20_20,0,3.5
glove,1024_1024_1024,0,3.5
glove,1024,0,3.15
glove,20_20_20,1,30.2
glove,1024_1024_1024,1,14.35
glove,1024,1,32.25
glove,20_20_20,2,3.5
glove,1024_1024_1024,2,3.25
glove,1024,2,3.7
glove,20_20_20,3,3.5
glove,1024_1024_1024,3,3.5
glove,1024,3,3.15
glove,20_20_20,4,20.95
glove,1024_1024_1024,4,37.15
glove,1024,4,29.9
glove,20_20_20,0,3.5
glove,1024_1024_1024,0,3.3
glove,1024,0,3.5
glove,20_20_20,1,26.7
glove,1024_1024_1024,1,29.3
glove,1024,1,28.95
glove,20_20_20,2,3.5
glove,1024_1024_1024,2,3.35
glove,1024,2,3.8
glove,20_20_20,3,4.25
glove,1024_1024_1024,3,3.9
glove,1024,3,3.15
glove,20_20_20,4,34.25
glove,1024_1024_1024,4,24.25
glove,1024,4,29.45
glove,20_20_20,0,4.25
glove,1024_1024_1024,0,3.5
glove,1024,0,3.15
glove,20_20_20,1,28.45
glove,1024_1024_1024,1,38.4
glove,1024,1,29.1
glove,20_20_20,2,3.15
glove,1024_1024_1024,2,3.25
glove,1024,2,3.6
glove,20_20_20,3,4.25
glove,1024_1024_1024,3,4.25
glove,1024,3,3.15
glove,20_20_20,4,24.25
glove,1024_1024_1024,4,3.15
glove,1024,4,27.0
glove,20_20_20,0,4.25
glove,1024_1024_1024,0,3.5
glove,1024,0,3.15
glove,20_20_20,1,33.45
glove,1024_1024_1024,1,3.15
glove,1024,1,24.85
glove,20_20_20,2,3.2
glove,1024_1024_1024,2,3.9
glove,1024,2,3.3
glove,20_20_20,3,3.5
glove,1024_1024_1024,3,3.5
glove,1024,3,3.15
glove,20_20_20,4,26.3
glove,1024_1024_1024,4,26.65
glove,1024,4,30.95
glove,20_20_20,0,3.5
glove,1024_1024_1024,0,4.25
glove,1024,0,3.5
glove,20_20_20,1,28.45
glove,1024_1024_1024,1,5.9
glove,1024,1,23.3
glove,20_20_20,2,4.25
glove,1024_1024_1024,2,4.25
glove,1024,2,4.15
glove,20_20_20,3,3.5
glove,1024_1024_1024,3,3.5
glove,1024,3,3.15
glove,20_20_20,4,29.45
glove,1024_1024_1024,4,31.55
glove,1024,4,22.95
glove,20_20_20,0,3.15
glove,1024_1024_1024,0,3.5
glove,1024,0,3.15
glove,20_20_20,1,26.95
glove,1024_1024_1024,1,35.2
glove,1024,1,25.2
glove,20_20_20,2,4.0
glove,1024_1024_1024,2,4.15
glove,1024,2,3.3
glove,20_20_20,3,3.15
glove,1024_1024_1024,3,4.25
glove,1024,3,3.15
glove,20_20_20,4,36.3
glove,1024_1024_1024,4,3.15
glove,1024,4,27.3
glove,20_20_20,0,3.5
glove,1024_1024_1024,0,3.5
glove,1024,0,3.5
glove,20_20_20,1,26.05
glove,1024_1024_1024,1,36.65
glove,1024,1,27.0
glove,20_20_20,2,3.45
glove,1024_1024_1024,2,3.8
glove,1024,2,3.05
glove,20_20_20,3,3.5
glove,1024_1024_1024,3,4.25
glove,1024,3,3.15
glove,20_20_20,4,35.35
glove,1024_1024_1024,4,34.65
glove,1024,4,28.3
glove,20_20_20,0,3.5
glove,1024_1024_1024,0,3.5
glove,1024,0,3.15
glove,20_20_20,1,28.45
glove,1024_1024_1024,1,31.45
glove,1024,1,34.2
glove,20_20_20,2,3.95
glove,1024_1024_1024,2,3.95
glove,1024,2,3.55
glove,20_20_20,3,4.25
glove,1024_1024_1024,3,4.25
glove,1024,3,3.15
glove,20_20_20,4,26.55
glove,1024_1024_1024,4,34.9
glove,1024,4,25.4
glove,20_20_20,0,3.5
glove,1024_1024_1024,0,4.25
glove,1024,0,3.15
glove,20_20_20,1,28.1
glove,1024_1024_1024,1,8.75
glove,1024,1,29.5
glove,20_20_20,2,3.85
glove,1024_1024_1024,2,3.4
glove,1024,2,3.55
glove,20_20_20,3,3.5
glove,1024_1024_1024,3,4.25
glove,1024,3,3.5
glove,20_20_20,4,22.95
glove,1024_1024_1024,4,32.8
glove,1024,4,31.3
